Ticker,Word,Count,TotalWordCount,StockPriceChange,WordValue
WMT,Dear,1,6493,11.789999999999992,0.001815801632527336
WMT,Shareholders,1,6493,11.789999999999992,0.001815801632527336
WMT,and,52,6493,11.789999999999992,3.491926216398723e-05
WMT,"Associates,",1,6493,11.789999999999992,0.001815801632527336
WMT,Thank,2,6493,11.789999999999992,0.000907900816263668
WMT,you.,1,6493,11.789999999999992,0.001815801632527336
WMT,Gratitude,1,6493,11.789999999999992,0.001815801632527336
WMT,is,6,6493,11.789999999999992,0.00030263360542122266
WMT,the,27,6493,11.789999999999992,6.725191231582726e-05
WMT,"first,",1,6493,11.789999999999992,0.001815801632527336
WMT,last,5,6493,11.789999999999992,0.0003631603265054672
WMT,most,2,6493,11.789999999999992,0.000907900816263668
WMT,important,2,6493,11.789999999999992,0.000907900816263668
WMT,thing,1,6493,11.789999999999992,0.001815801632527336
WMT,that,6,6493,11.789999999999992,0.00030263360542122266
WMT,I’d,1,6493,11.789999999999992,0.001815801632527336
WMT,like,7,6493,11.789999999999992,0.00025940023321819087
WMT,to,39,6493,11.789999999999992,4.655901621864964e-05
WMT,convey,1,6493,11.789999999999992,0.001815801632527336
WMT,with,13,6493,11.789999999999992,0.00013967704865594892
WMT,this,1,6493,11.789999999999992,0.001815801632527336
WMT,letter.,1,6493,11.789999999999992,0.001815801632527336
WMT,To,2,6493,11.789999999999992,0.000907900816263668
WMT,our,37,6493,11.789999999999992,4.907571979803611e-05
WMT,"shareholders,",1,6493,11.789999999999992,0.001815801632527336
WMT,we,14,6493,11.789999999999992,0.00012970011660909543
WMT,appreciate,1,6493,11.789999999999992,0.001815801632527336
WMT,your,1,6493,11.789999999999992,0.001815801632527336
WMT,confidence,1,6493,11.789999999999992,0.001815801632527336
WMT,in,22,6493,11.789999999999992,8.253643784215164e-05
WMT,company.,2,6493,11.789999999999992,0.000907900816263668
WMT,Many,1,6493,11.789999999999992,0.001815801632527336
WMT,of,21,6493,11.789999999999992,8.646674440606361e-05
WMT,you,8,6493,11.789999999999992,0.000226975204065917
WMT,have,7,6493,11.789999999999992,0.00025940023321819087
WMT,held,1,6493,11.789999999999992,0.001815801632527336
WMT,shares,1,6493,11.789999999999992,0.001815801632527336
WMT,for,11,6493,11.789999999999992,0.00016507287568430328
WMT,a,24,6493,11.789999999999992,7.565840135530567e-05
WMT,long,1,6493,11.789999999999992,0.001815801632527336
WMT,time,4,6493,11.789999999999992,0.000453950408131834
WMT,means,2,6493,11.789999999999992,0.000907900816263668
WMT,world,1,6493,11.789999999999992,0.001815801632527336
